4,16,44,98,1
67,16,95,93,1
72,93,48,48,1
98,87,74,10,1
36,90,62,47,1
7,36,86,36,1
92,62,24,40,1
6,9,61,59,1
79,77,29,35,1
91,38,85,24,1
46,10,43,56,1
60,52,48,89,1
79,15,23,37,1
82,38,74,19,1
25,93,85,28,1
52,35,94,32,1
93,21,73,64,1
19,71,10,68,1
86,62,81,99,1
37,77,54,22,1
94,90,65,90,1
69,36,9,65,1
12,70,64,55,1
52,65,47,34,1
67,46,79,75,1
43,71,27,26,1
8,63,59,28,1
86,85,68,33,1
77,12,97,64,1
18,89,17,60,1
38,96,58,60,1
93,29,99,76,1
34,17,24,52,1
10,73,66,17,1
47,39,40,27,1
85,31,21,52,1
60,58,93,17,1
14,41,36,86,1
65,94,45,32,1
63,57,79,38,1
38,28,10,19,1
36,59,23,75,1
23,19,94,18,1
76,85,28,57,1
72,21,86,47,1
59,94,11,49,1
24,36,33,63,1
79,82,55,31,1
43,26,75,49,1
67,34,23,15,1
63,44,60,28,1
19,36,79,96,1
25,40,25,47,1
40,27,46,45,1
45,94,35,34,1
70,36,79,98,1
20,16,24,87,1
60,90,11,91,1
16,32,81,43,1
37,79,49,88,1
85,95,10,50,1
61,77,82,95,1
16,90,88,37,1
60,51,62,55,1
54,86,37,84,1
33,70,25,59,1
64,39,49,24,1
16,41,33,10,1
96,45,77,38,1
98,48,70,58,1
40,71,62,95,1
73,81,30,58,1
52,68,22,88,1
71,67,83,59,1
57,84,42,51,1
32,98,83,30,1
25,53,71,19,1
88,92,92,35,1
42,50,38,11,1
45,7,17,80,1
3,94,49,11,1
0,0,1,9,3
36,10,8,28,1
87,30,85,39,1
82,78,57,40,1
44,56,54,65,1
84,7,65,84,1
26,51,82,88,1
63,32,25,33,1
74,73,84,50,1
6,98,95,55,1
0,0,1,2,1
35,84,27,28,1
66,36,10,66,1
84,55,31,93,1
76,6,13,88,1
26,23,27,30,1
68,34,37,47,1
53,19,40,83,1
59,67,84,62,1
78,9,58,32,1
11,27,60,77,1
64,10,23,87,1
35,30,59,64,1
89,40,97,91,1
0,0,1,4,3
22,80,26,71,1
83,93,26,28,1
39,76,79,39,1
12,81,98,46,1
62,98,8,87,1
84,83,52,88,1
34,50,66,65,1
46,92,80,70,1
24,57,85,39,1
24,7,67,57,1
36,57,46,59,1
77,73,78,44,1
16,64,19,27,1
13,10,48,45,1
37,93,70,78,1
69,50,39,67,1
85,61,12,94,1
69,73,73,29,1
70,67,19,40,1
6,14,20,48,1
55,52,89,17,1
65,66,34,66,1
31,64,26,45,1
52,27,34,43,1
74,62,66,67,1
40,79,86,37,1
90,66,84,39,1
28,6,64,93,1
29,14,13,29,1
66,49,63,48,1
56,70,53,58,1
89,41,15,33,1
66,17,65,87,1
89,41,17,60,1
77,59,25,49,1
69,32,96,59,1
92,18,30,24,1
6,55,99,59,1
21,56,29,14,1
99,38,21,51,1
44,76,78,28,1
35,36,10,68,1
28,7,15,78,1
64,17,23,37,1
73,91,47,39,1
99,46,76,65,1
4,6,16,81,1
58,52,64,69,1
77,71,68,97,1
72,95,35,19,1
64,44,36,92,1
60,42,12,77,1
59,31,29,68,1
12,99,72,42,1
82,59,71,47,1
20,94,28,49,1
64,35,72,79,1
98,85,17,17,1
40,58,56,72,1
96,91,95,34,1
35,92,14,38,1
72,22,50,78,1
96,33,31,81,1
24,89,11,59,1
2,3,5,6,1
2,3,5,3,2
98,82,84,62,1
58,78,75,68,1
2,3,5,9,2
37,42,93,46,1
73,38,60,32,1
14,53,24,47,1
32,78,94,51,1
37,59,94,34,1
3,26,40,74,1
72,93,27,59,1
96,56,45,97,1
74,82,14,90,1
27,71,72,67,1
62,70,52,17,1
65,84,40,44,1
92,27,34,94,1
5,30,27,65,1
29,25,29,26,1
91,36,76,71,1
93,32,54,75,1
84,96,8,27,1
37,14,77,17,1
76,61,83,78,1
17,23,73,22,1
36,86,71,20,1
64,38,90,46,1
66,40,19,35,1
31,34,59,32,1
8,73,47,93,1
36,48,11,97,1
76,25,93,34,1
30,98,28,46,1
94,20,65,83,1
36,64,12,83,1
59,42,17,41,1
5,46,29,31,1
32,79,15,46,1
30,74,64,76,1
17,39,78,17,1
66,80,24,48,1
53,55,30,12,1
68,11,26,82,1
17,62,81,69,1
80,95,79,27,1
9,8,26,63,1
97,80,82,35,1
27,65,15,93,1
75,58,24,40,1
39,45,81,29,1
60,61,82,81,1
51,90,34,42,1
46,91,12,44,1
49,16,66,65,1
92,45,89,28,1
75,40,63,33,1
34,32,44,62,1
94,89,40,15,1
99,42,70,59,1
57,46,95,71,1
23,96,38,57,1
27,24,77,72,1
23,83,74,51,1
14,7,72,83,1
55,96,90,62,1
22,81,16,24,1
83,15,74,21,1
74,93,35,45,1
71,79,97,15,1
74,82,10,92,1
4,68,53,80,1
55,59,68,63,1
45,54,96,88,1
10,48,13,21,1
3,63,73,24,1
27,33,17,53,1
61,44,31,85,1
47,48,71,28,1
55,33,71,71,1
58,13,70,53,1
14,98,99,69,1
57,25,66,64,1
33,39,20,16,1
44,17,77,33,1
86,43,67,71,1
52,83,18,34,1
54,26,8,20,1
22,20,97,57,1
25,47,35,93,1
76,57,89,25,1
32,79,93,42,1
21,86,85,23,1
90,70,67,86,1
9,64,20,88,1
78,52,11,81,1
71,61,86,90,1
38,14,13,43,1
41,26,67,65,1
38,21,56,73,1
39,22,59,89,1
44,13,9,75,1
45,37,97,85,1
30,22,37,26,1
94,6,64,73,1
57,40,92,56,1
45,99,43,48,1
91,38,57,85,1
26,53,21,72,1
29,35,30,63,1
80,64,91,23,1
22,63,21,83,1
70,12,53,59,1
91,83,54,16,1
75,12,21,88,1
3,25,80,71,1
34,29,47,16,1
8,79,44,46,1
29,88,32,80,1
78,59,19,30,1
76,47,43,15,1
23,31,90,57,1
49,60,22,77,1
14,8,93,28,1
51,92,32,31,1
81,90,46,16,1
36,70,20,79,1
45,72,9,47,1
58,12,38,48,1
29,62,53,29,1
78,8,13,66,1
27,12,95,78,1
16,57,28,91,1
60,12,95,32,1
83,65,51,83,1
52,84,70,44,1
97,44,45,47,1
21,6,76,57,1
81,17,61,20,1
54,26,71,10,1
54,65,43,64,1
54,17,68,76,1
77,60,78,35,1
28,42,23,67,1
15,21,74,19,1
59,94,11,86,1
43,12,54,93,1
30,85,57,96,1
47,40,28,85,1
18,15,52,64,1
44,81,42,46,1
82,82,13,52,1
44,70,45,90,1
58,74,59,75,1
91,24,36,88,1
12,82,77,12,1
41,45,67,16,1
30,90,98,50,1
53,42,41,57,1
90,75,28,22,1
32,86,43,10,1
88,53,73,65,1
84,72,65,32,1
53,82,74,80,1
89,10,33,96,1
59,69,17,16,1
27,30,18,27,1
31,35,86,26,1
63,39,28,11,1
9,23,20,48,1
65,17,39,12,1
74,82,79,77,1
13,17,28,72,1
39,99,35,29,1
12,68,42,58,1
22,57,54,65,1
75,88,24,38,1
46,79,12,40,1
74,51,33,17,1
95,83,74,75,1
88,16,79,56,1
4,65,63,65,1
80,36,67,67,1
66,50,41,57,1
37,14,31,25,1
44,15,86,97,1
32,38,46,17,1
45,17,88,41,1
43,38,85,79,1
35,34,80,37,1
93,72,42,69,1
29,91,91,53,1
52,43,24,60,1
58,76,56,98,1
6,15,91,37,1
73,52,17,87,1
11,10,86,41,1
1,1,0,3,1
1,1,0,2,1
1,1,0,1,2
44,15,13,89,1
1,1,0,6,1
1,1,0,5,1
1,1,0,4,1
72,83,53,97,1
52,41,29,61,1
64,97,51,88,1
22,81,86,88,1
84,99,95,82,1
13,14,51,66,1
59,93,78,17,1
25,36,15,95,1
35,13,43,93,1
51,73,43,98,1
68,9,93,35,1
82,32,68,63,1
80,10,55,96,1
76,92,11,22,1
76,55,8,87,1
3,10,70,15,1
40,44,20,62,1
51,18,92,64,1
34,25,37,96,1
47,6,39,51,1
36,50,97,29,1
80,8,51,22,1
21,54,60,30,1
78,12,44,39,1
98,40,44,66,1
97,96,67,34,1
58,18,18,38,1
60,11,33,61,1
96,66,46,30,1
75,53,58,56,1
31,83,81,83,1
18,75,9,47,1
39,41,19,22,1
99,39,64,91,1
76,28,56,84,1
8,50,73,94,1
67,98,74,85,1
19,34,65,60,1
19,21,15,66,1
99,80,97,40,1
34,38,12,56,1
55,86,81,97,1
35,9,72,73,1
99,70,96,74,1
23,36,42,32,1
92,16,12,50,1
74,19,22,42,1
78,11,18,32,1
94,11,94,72,1
60,13,60,23,1
39,19,87,90,1
13,54,42,41,1
79,22,25,50,1
10,84,93,43,1
75,86,18,74,1
21,34,96,87,1
97,23,67,38,1
12,10,83,17,1
94,82,54,54,1
64,53,57,18,1
21,44,76,52,1
33,83,67,20,1
48,87,97,91,1
82,37,63,86,1
17,41,91,75,1
48,84,65,41,1
46,20,49,45,1
64,50,33,90,1
50,63,71,65,1
85,90,37,20,1
92,20,81,96,1
76,35,89,48,1
4,80,66,49,1
46,28,96,17,1
46,74,17,56,1
88,92,91,95,1
5,28,41,98,1
76,22,41,38,1
34,13,32,70,1
24,86,95,70,1
52,29,20,29,1
20,59,60,81,1
51,97,61,21,1
10,53,38,79,1
30,93,84,74,1
83,18,81,37,1
79,83,28,58,1
7,20,36,52,1
8,61,84,20,1
97,55,54,41,1
51,88,32,37,1
77,39,84,99,1
11,46,30,93,1
99,94,80,58,1
43,60,98,53,1
6,27,36,99,1
16,66,48,13,1
67,52,89,12,1
42,43,72,25,1
77,8,49,77,1
4,72,30,59,1
71,27,72,45,1
31,47,14,24,1
84,74,32,56,1
97,61,77,82,1
87,40,43,57,1
97,68,87,42,1
85,82,11,58,1
18,64,77,50,1
71,96,29,35,1
13,52,75,53,1
82,6,36,64,1
99,59,76,35,1
10,43,28,94,1
84,30,39,21,1
36,82,48,46,1
52,56,96,55,1
89,64,86,62,1
66,41,40,30,1
66,34,89,23,1
27,33,95,85,1
21,57,44,85,1
74,99,27,89,1
15,50,25,40,1
16,51,49,16,1
20,32,70,97,1
17,72,71,93,1
61,10,38,82,1
58,22,27,74,1
99,53,22,75,1
81,67,10,87,1
69,58,19,44,1
83,84,36,98,1
32,29,78,88,1
79,6,94,15,1
49,16,92,68,1
46,67,32,72,1
98,26,15,43,1
91,72,13,42,1
74,8,87,35,1
5,98,79,45,1
27,49,58,43,1
16,32,68,17,1
35,80,66,70,1
66,60,32,52,1
7,74,22,26,1
56,92,84,86,1
40,47,64,72,1
78,35,8,65,1
80,68,24,68,1
22,17,68,61,1
67,52,69,10,1
76,36,89,90,1
35,55,39,73,1
77,78,25,80,1
84,64,71,43,1
67,15,44,15,1
58,46,73,28,1
53,83,78,63,1
75,69,42,31,1
42,43,16,15,1
76,9,69,25,1
7,15,76,85,1
17,89,75,13,1
39,96,21,93,1
15,38,65,99,1
82,8,64,61,1
13,54,96,95,1
4,99,31,71,1
17,35,46,18,1
70,29,66,13,1
24,90,14,25,1
14,33,24,43,1
45,59,96,59,1
69,39,16,11,1
72,62,13,11,1
91,53,49,31,1
25,85,85,65,1
95,39,83,43,1
89,24,60,37,1
38,63,19,76,1
86,7,91,81,1
7,82,18,63,1
58,20,91,57,1
65,27,59,55,1
82,22,75,13,1
65,91,55,35,1
77,40,14,44,1
17,89,21,60,1
56,11,59,49,1
79,54,98,45,1
9,32,16,84,1
30,13,61,54,1
92,57,55,97,1
61,45,10,36,1
2,4,6,1,2
39,79,98,67,1
57,71,95,12,1
2,4,6,6,1
2,4,6,5,1
2,4,6,4,1
18,49,33,75,1
2,4,6,8,2
59,68,22,53,1
41,64,11,66,1
94,41,9,15,1
92,86,72,58,1
46,97,8,89,1
40,97,40,22,1
49,78,58,53,1
30,39,80,48,1
1,4,2,8,1
67,80,75,51,1
25,50,66,19,1
1,4,2,5,1
1,4,2,7,1
1,4,2,2,1
55,8,16,76,1
54,73,78,48,1
89,57,25,85,1
22,54,24,95,1
29,7,29,81,1
12,57,49,50,1
34,27,94,51,1
10,55,90,81,1
69,28,54,32,1
52,16,38,44,1
13,56,20,75,1
32,75,32,14,1
71,76,11,37,1
24,38,42,50,1
21,81,79,83,1
27,88,64,39,1
8,62,34,60,1
59,70,33,74,1
28,25,97,46,1
82,8,13,27,1
11,70,74,23,1
49,64,10,82,1
15,71,30,66,1
51,43,46,32,1
45,51,31,42,1
76,57,11,92,1
26,39,81,40,1
63,38,87,44,1
22,55,63,33,1
7,49,12,41,1
34,22,96,12,1
86,62,46,31,1
36,51,53,52,1
20,20,8,96,1
87,67,41,22,1
69,36,23,36,1
37,91,38,59,1
45,41,17,19,1
52,37,68,32,1
37,85,12,61,1
82,58,54,58,1
29,22,45,96,1
28,49,22,33,1
78,52,33,80,1
95,56,44,49,1
42,95,38,10,1
66,32,24,29,1
33,13,30,35,1
10,82,43,28,1
74,71,79,61,1
39,35,16,26,1
53,72,73,99,1
90,45,55,58,1
6,85,62,64,1
5,76,42,48,1
17,63,74,40,1
71,16,20,51,1
22,42,96,30,1
71,10,86,42,1
91,75,36,11,1
68,12,68,74,1
54,79,24,34,1
37,34,9,33,1
98,36,41,58,1
23,17,95,48,1
61,72,78,14,1
70,60,71,55,1
21,81,65,18,1
33,39,97,10,1
94,51,37,76,1
35,44,76,22,1
23,65,42,41,1
19,13,35,25,1
82,5,20,27,1
94,88,94,35,1
19,24,57,79,1
33,46,64,89,1
51,16,36,24,1
56,63,65,47,1
60,59,36,15,1
87,42,48,21,1
57,90,66,34,1
59,22,84,87,1
80,17,66,23,1
82,37,31,40,1
13,47,99,61,1
67,31,89,57,1
61,21,66,83,1
82,80,35,29,1
32,32,22,47,1
76,54,21,21,1
28,82,77,18,1
45,21,84,90,1
86,7,60,11,1
63,10,84,35,1
6,32,14,92,1
33,14,39,36,1
46,37,44,93,1
34,54,11,20,1
83,31,10,13,1
45,65,46,68,1
10,90,67,25,1
83,78,11,26,1
6,75,31,74,1
99,18,81,69,1
43,61,40,85,1
22,70,34,34,1
31,44,41,80,1
40,75,54,30,1
55,5,25,20,1
13,27,98,94,1
62,9,49,23,1
6,31,81,27,1
54,17,55,55,1
54,53,73,65,1
31,45,35,31,1
50,81,92,43,1
25,19,20,22,1
18,7,12,20,1
48,78,36,89,1
38,5,24,93,1
87,28,26,42,1
26,75,30,12,1
96,7,94,32,1
16,76,58,91,1
24,87,86,42,1
67,12,11,75,1
86,82,59,92,1
5,51,53,67,1
26,44,25,83,1
30,58,48,15,1
39,48,37,18,1
11,17,45,18,1
98,85,63,97,1
67,60,75,72,1
34,56,43,88,1
82,81,44,95,1
55,53,28,84,1
55,14,37,89,1
54,87,96,49,1
90,92,43,28,1
91,18,12,48,1
91,78,39,70,1
91,78,39,72,1
21,29,60,15,1
8,92,83,17,1
70,46,94,71,1
12,53,41,11,1
44,55,49,67,1
96,81,71,45,1
6,69,27,74,1
78,43,12,46,1
17,94,68,32,1
77,28,69,58,1
47,20,78,49,1
75,86,32,35,1
65,46,90,95,1
19,73,26,98,1
66,14,32,60,1
35,63,51,64,1
96,19,24,80,1
14,45,93,59,1
55,88,99,54,1
21,22,84,80,1
27,63,91,93,1
71,13,99,93,1
49,31,46,67,1
56,27,91,10,1
44,51,90,34,1
64,19,32,16,1
85,7,89,11,1
32,17,86,69,1
52,70,58,62,1
66,85,74,78,1
41,46,9,65,1
82,12,23,58,1
86,66,41,51,1
60,53,71,94,1
15,49,68,23,1
34,5,62,27,1
68,35,77,72,1
42,56,68,96,1
56,22,60,80,1
76,70,40,90,1
32,6,15,36,1
52,78,77,25,1
73,11,73,75,1
77,92,67,24,1
65,58,81,10,1
92,90,80,78,1
91,28,66,36,1
44,9,72,32,1
41,5,81,31,1
59,35,91,96,1
75,30,64,34,1
54,66,74,57,1
49,13,21,73,1
7,22,61,84,1
44,61,63,65,1
5,10,66,18,1
16,21,19,76,1
61,40,9,26,1
69,67,69,68,1
24,14,39,69,1
94,61,32,33,1
84,21,45,43,1
38,83,64,85,1
3,74,87,75,1
69,13,92,79,1
89,51,65,84,1
74,74,86,29,1
10,32,59,74,1
3,33,13,99,1
31,65,36,76,1
21,31,24,70,1
99,79,44,36,1
76,79,39,28,1
23,38,18,52,1
98,86,79,79,1
91,40,39,93,1
94,15,47,23,1
43,44,11,72,1
9,34,8,13,1
26,23,54,47,1
53,63,85,19,1
14,78,19,56,1
55,85,60,10,1
56,10,20,86,1
95,19,57,42,1
17,99,99,49,1
86,94,21,61,1
60,20,88,69,1
98,60,80,87,1
55,9,69,48,1
98,87,51,18,1
87,73,86,20,1
63,69,90,72,1
1,0,4,8,1
1,0,4,9,1
1,0,4,7,3
78,13,62,71,1
1,0,4,3,2
1,0,4,0,1
38,35,8,87,1
43,12,28,77,1
13,64,53,98,1
74,99,54,75,1
4,60,86,77,1
81,58,67,96,1
67,5,61,57,1
68,46,35,54,1
21,39,51,12,1
20,84,65,82,1
96,38,94,72,1
6,96,81,69,1
95,13,22,48,1
43,32,22,51,1
69,65,22,76,1
27,15,49,20,1
74,86,51,97,1
46,73,10,29,1
99,83,51,28,1
19,51,43,71,1
47,66,59,62,1
0,1,0,2,1
0,0,4,6,1
0,1,0,0,1
0,0,4,4,1
0,0,4,2,2
0,0,4,0,1
33,50,78,23,1
0,1,0,9,2
0,0,4,9,1
68,20,61,24,1
66,23,91,94,1
24,77,59,83,1
97,6,63,93,1
44,58,97,78,1
6,75,67,44,1
97,64,83,62,1
86,48,64,42,1
84,29,66,14,1
22,78,11,77,1
55,32,84,24,1
93,52,10,10,1
21,58,71,48,1
1,3,7,8,2
1,3,7,6,3
1,3,7,7,3
1,3,7,4,1
1,3,7,3,2
1,3,7,1,1
43,25,28,16,1
24,57,99,90,1
37,19,37,48,1
24,18,19,44,1
83,72,11,64,1
29,46,56,92,1
99,61,51,36,1
16,26,17,40,1
98,92,69,50,1
45,78,17,55,1
89,6,88,72,1
36,30,18,86,1
30,73,47,89,1
86,34,70,21,1
30,34,97,88,1
23,16,53,73,1
36,50,74,65,1
53,42,67,65,1
25,31,13,96,1
34,56,69,41,1
6,30,39,80,1
8,59,63,28,1
45,32,24,83,1
30,55,72,61,1
96,80,51,33,1
9,92,9,49,1
98,99,55,62,1
44,51,50,85,1
24,10,74,35,1
87,60,51,34,1
24,9,79,81,1
75,5,40,82,1
67,58,10,33,1
31,49,79,60,1
78,91,16,29,1
56,78,44,32,1
77,41,56,57,1
87,7,26,77,1
84,12,16,48,1
73,56,39,92,1
70,68,83,92,1
13,73,56,27,1
12,16,17,56,1
12,47,18,50,1
44,63,81,90,1
13,93,33,19,1
91,55,48,93,1
25,80,83,70,1
83,44,90,29,1
63,78,79,57,1
68,35,34,89,1
93,35,48,53,1
24,23,12,68,1
53,55,33,39,1
3,84,47,94,1
92,50,49,63,1
53,58,19,18,1
30,25,22,38,1
12,24,29,65,1
44,78,82,55,1
4,54,15,18,1
68,41,99,60,1
6,18,64,34,1
17,66,19,41,1
10,33,49,20,1
54,37,78,95,1
79,26,53,62,1
65,24,71,71,1
96,56,60,33,1
35,49,74,60,1
30,40,39,22,1
48,47,40,99,1
30,13,99,78,1
28,95,30,64,1
18,36,56,88,1
62,93,63,44,1
62,65,83,21,1
10,73,79,72,1
44,89,82,73,1
91,16,41,25,1
73,87,70,79,1
17,29,28,89,1
53,55,60,52,1
11,10,96,92,1
66,93,30,11,1
12,80,56,58,1
49,10,11,34,1
84,32,23,10,1
47,95,43,76,1
55,59,27,41,1
76,13,48,24,1
43,85,17,76,1
79,77,8,33,1
25,54,35,42,1
29,59,10,63,1
46,74,56,88,1
54,80,99,71,1
5,21,86,23,1
55,81,97,67,1
20,63,31,80,1
44,15,31,92,1
45,95,62,70,1
56,48,19,32,1
36,36,68,16,1
37,76,99,48,1
41,20,13,52,1
22,63,70,85,1
90,82,55,82,1
74,30,76,77,1
30,68,31,99,1
60,44,32,11,1
42,93,10,15,1
76,28,22,87,1
96,14,60,28,1
13,41,51,97,1
77,77,45,40,1
87,68,10,86,1
0,4,1,9,1
0,4,1,7,1
0,4,1,4,3
0,4,1,5,1
0,4,1,2,1
0,4,1,3,2
0,4,1,0,1
48,52,21,77,1
61,13,41,88,1
10,25,48,44,1
72,17,29,22,1
92,57,64,72,1
17,16,67,19,1
61,62,19,40,1
93,45,59,66,1
27,98,11,12,1
99,14,49,21,1
66,32,49,52,1
39,79,74,61,1
23,53,10,23,1
48,73,30,16,1
56,8,53,88,1
66,8,88,43,1
22,42,44,13,1
5,33,66,34,1
36,49,38,32,1
59,19,34,48,1
65,11,71,20,1
8,55,22,84,1
49,60,94,45,1
98,33,17,81,1
89,67,25,40,1
49,54,55,99,1
82,17,87,97,1
58,69,82,86,1
58,99,65,80,1
87,69,49,18,1
20,7,48,89,1
48,26,98,15,1
0,0,6,9,1
0,0,6,5,1
0,0,6,4,1
90,94,15,45,1
0,0,6,6,1
67,45,87,97,1
0,0,6,3,1
0,0,6,2,1
68,49,31,46,1
11,77,10,62,1
24,75,99,11,1
55,23,33,21,1
84,31,81,25,1
95,70,28,34,1
15,15,38,80,1
52,68,27,42,1
63,84,93,82,1
5,17,78,69,1
46,17,79,72,1
27,10,12,69,1
33,6,86,82,1
65,16,31,31,1
27,88,75,13,1
70,76,87,71,1
4,82,69,61,1
23,79,78,63,1
57,30,26,71,1
83,50,38,19,1
70,23,61,51,1
83,23,39,13,1
70,47,15,37,1
80,98,72,35,1
24,67,98,10,1
86,87,21,13,1
9,48,45,51,1
86,59,58,25,1
34,54,12,60,1
78,62,43,31,1
21,41,57,84,1
70,28,69,85,1
57,82,75,99,1
29,96,10,51,1
44,47,94,90,1
77,51,71,59,1
86,46,88,55,1
93,22,55,10,1
59,45,22,92,1
43,86,31,42,1
36,65,12,38,1
67,8,24,35,1
41,60,94,94,1
43,53,86,29,1
99,64,97,23,1
4,34,71,44,1
22,26,71,96,1
96,27,82,72,1
5,61,42,77,1
3,69,34,26,1
83,38,23,27,1
24,51,67,65,1
38,62,61,83,1
55,91,57,95,1
25,56,21,67,1
59,5,12,94,1
21,90,35,90,1
38,94,38,54,1
28,22,91,81,1
82,28,70,10,1
36,89,19,31,1
30,74,47,69,1
94,48,14,15,1
31,43,98,84,1
67,60,27,87,1
43,92,84,63,1
25,66,63,99,1
10,44,39,84,1
52,6,15,81,1
2,2,1,8,1
69,51,64,14,1
33,53,26,29,1
10,36,68,14,1
2,0,7,8,1
2,0,7,6,1
2,0,7,7,1
2,0,7,4,1
2,0,7,5,1
2,0,7,2,1
2,0,7,3,2
2,0,7,0,1
2,0,7,1,1
14,31,18,54,1
63,53,24,77,1
49,44,47,98,1
64,89,73,40,1
79,71,65,97,1
52,93,18,18,1
68,58,38,76,1
65,41,83,43,1
76,55,79,70,1
60,39,15,53,1
12,57,15,21,1
34,72,34,43,1
77,17,33,20,1
77,88,54,62,1
82,14,39,79,1
75,78,77,15,1
14,62,84,99,1
34,94,8,13,1
19,61,63,21,1
8,46,51,24,1
89,36,27,94,1
25,7,87,42,1
17,18,57,69,1
14,58,11,59,1
44,67,13,83,1
77,48,23,33,1
2,1,6,8,2
60,84,69,67,1
2,1,6,4,1
2,1,6,5,1
68,53,43,97,1
2,1,6,3,2
52,13,66,32,1
26,57,18,20,1
58,62,21,55,1
90,37,29,30,1
58,56,31,43,1
91,88,59,57,1
68,72,74,94,1
54,56,23,71,1
40,49,30,46,1
85,31,53,80,1
30,11,38,59,1
9,80,76,31,1
72,94,49,72,1
7,75,24,14,1
41,25,42,33,1
28,46,83,31,1
45,19,41,99,1
62,44,67,71,1
40,6,83,74,1
82,90,73,50,1
15,29,93,63,1
29,28,99,18,1
31,9,28,65,1
78,69,29,73,1
51,58,78,24,1
19,35,78,12,1
92,94,93,27,1
82,69,61,89,1
45,51,32,51,1
12,21,71,44,1
69,27,45,55,1
31,79,8,71,1
26,60,55,39,1
38,20,25,28,1
10,6,18,53,1
74,75,29,85,1
23,29,10,92,1
48,95,60,52,1
19,38,51,14,1
29,82,97,49,1
55,45,29,57,1
8,77,90,51,1
60,41,94,52,1
95,23,27,22,1
20,19,45,84,1
82,31,18,96,1
52,5,21,35,1
39,68,60,41,1
67,58,9,27,1
95,20,11,39,1
16,8,26,23,1
79,43,48,28,1
26,66,8,62,1
92,59,14,17,1
36,22,89,34,1
65,58,84,48,1
24,67,90,78,1
34,99,40,39,1
22,48,16,50,1
32,73,14,39,1
80,81,29,39,1
82,81,73,93,1
49,99,64,19,1
84,75,56,72,1
71,26,89,96,1
48,18,56,29,1
57,45,15,22,1
3,90,99,89,1
13,48,94,44,1
36,85,21,65,1
76,75,84,87,1
67,95,79,55,1
82,50,31,70,1
51,45,29,53,1
63,97,74,74,1
78,30,23,33,1
39,83,47,37,1
22,35,71,38,1
83,81,15,77,1
86,80,37,29,1
